conversation_id,tweet_id,created_at,text,intent,escalation_label,notes,label_source
1642562,1642562,Sun Nov 05 22:39:35 +0000 2017,I’m tired of this iPhone glitch😒,,,HUMAN_REVIEW_REQUIRED,human_pending
718071,718071,Fri Oct 06 06:41:15 +0000 2017,"@AppleSupport por favor!!! Necesito una actualización que ayude mi iPhone!!
Se queda demasiado pegado",,,HUMAN_REVIEW_REQUIRED,human_pending
2640993,2640993,Fri Nov 17 21:20:15 +0000 2017,Preciso de ajuda @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
1050844,1050844,Sat Oct 14 20:14:59 +0000 2017,@115858 @AppleSupport this new update #sucks! Please fix asap,,,HUMAN_REVIEW_REQUIRED,human_pending
1671991,1671991,Mon Nov 06 04:06:17 +0000 2017,@AppleSupport I️ need you guys to fix the errors that came with the latest update. I️ know you’re a monopoly system n all but can I️ live,,,HUMAN_REVIEW_REQUIRED,human_pending
1764483,1764483,Tue Nov 07 20:09:42 +0000 2017,"man, i got time today. 
@AppleSupport , FIX THIS SHIT OR SEND ME A NEW PHONE 🗣 
“ I️ “",,,HUMAN_REVIEW_REQUIRED,human_pending
2096002,2096002,Tue Oct 10 14:13:03 +0000 2017,"@AppleSupport Hi, will you be releasing the new system update to the one I’ve just recently installed ?My phone is a shambles since I got it",,,HUMAN_REVIEW_REQUIRED,human_pending
431281,431281,Tue Oct 10 03:36:56 +0000 2017,@AppleSupport my iphone 7 is getting very hot since i upgraded to 11.0.2 🤔🤔 is that normal,,,HUMAN_REVIEW_REQUIRED,human_pending
1864584,1864584,Fri Oct 20 12:57:54 +0000 2017,@115858 can u pls explain to me why as soon as i updated my 6s now all of a sudden it goes from 100% to 60% in like 10 min hmm scammy,,,HUMAN_REVIEW_REQUIRED,human_pending
2856812,2856812,Mon Nov 27 21:13:50 +0000 2017,"@AppleSupport stop with all these marketing innovation and please, fix all the bugs actually making ur consulers angry. Unacceptable to make the os out with iOS 11.",,,HUMAN_REVIEW_REQUIRED,human_pending
51699,51699,Wed Nov 01 17:33:11 +0000 2017,"@115858 Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke?",,,HUMAN_REVIEW_REQUIRED,human_pending
2377121,2377121,Tue Nov 14 03:08:20 +0000 2017,@115858 when y’all gonna fix this “ I️ “ glitch,,,HUMAN_REVIEW_REQUIRED,human_pending
864071,864071,Mon Oct 09 16:54:59 +0000 2017,@115858 @AppleSupport my IPhone has trouble since I put IOS11! please do something that’s bad!,,,HUMAN_REVIEW_REQUIRED,human_pending
1936447,1936447,Fri Oct 27 21:11:09 +0000 2017,want to know what I'm over? @AppleSupport and their crappy service,,,HUMAN_REVIEW_REQUIRED,human_pending
1981343,1981343,Thu Nov 02 12:26:09 +0000 2017,I probably need to get back on the Prerelease bandwagon because I keep spotting all the bad/broken things with #Apple @115858,,,HUMAN_REVIEW_REQUIRED,human_pending
1581407,1581407,Sat Nov 04 15:58:58 +0000 2017,@AppleSupport why are my “I”s showing up as boxes?!,,,HUMAN_REVIEW_REQUIRED,human_pending
2587912,2587912,Mon Oct 30 18:14:48 +0000 2017,@115858 While updating to high Sierra we lost the Boot sector. How to repair that? Any Ideals?,,,HUMAN_REVIEW_REQUIRED,human_pending
1763111,1763111,Tue Nov 07 19:23:20 +0000 2017,@AppleSupport Since iOS 11 I’m experiencing a very fast battery drain. Could you help me! I brought my ... https://t.co/4zMFPhy522,,,HUMAN_REVIEW_REQUIRED,human_pending
2568171,2568171,Mon Oct 30 15:39:27 +0000 2017,ios 11.0.3 #issues. battery draining very fast. Morning 100% - evening 3% horrible battery life. @AppleSupport fix it asap,,,HUMAN_REVIEW_REQUIRED,human_pending
1986604,1986604,Wed Oct 18 18:39:49 +0000 2017,"@AppleSupport I have a new iPhone 7 and since update my battery lasts 3 hours NOT BEING USED AT ALL. I have to go to android, it’s insane.",,,HUMAN_REVIEW_REQUIRED,human_pending
1066754,1066754,Mon Oct 23 14:21:32 +0000 2017,My favorite part of @115858 ‘s new iPhone update is the part where my battery lasts 20 minutes and the internet never works ever,,,HUMAN_REVIEW_REQUIRED,human_pending
2300655,2300655,Sun Nov 12 13:19:16 +0000 2017,@AppleSupport Thanks Apple! IOS 11.1.1 fixed my battery drain issue!,,,HUMAN_REVIEW_REQUIRED,human_pending
2617061,2617061,Sun Nov 26 21:18:14 +0000 2017,@115858 @AppleSupport my Apple watch has a swollen battery causing the screen to pop out. After doing research it seems you have extended the warranty for this issue. Can you help as your online chat team was very unhelpful?,,,HUMAN_REVIEW_REQUIRED,human_pending
1845332,1845332,Wed Oct 18 03:42:59 +0000 2017,Just did the @115858 update and per usually my phone doesn’t work as well and my battery life is dying. #typcialappleproducts,,,HUMAN_REVIEW_REQUIRED,human_pending
1760300,1760300,Tue Nov 07 22:41:08 +0000 2017,@AppleSupport why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth?,,,HUMAN_REVIEW_REQUIRED,human_pending
1296850,1296850,Thu Oct 26 21:06:26 +0000 2017,"I, too, regret updating. Zero battery in a few hrs. #battery #iphone @AppleSupport",,,HUMAN_REVIEW_REQUIRED,human_pending
1445596,1445596,Thu Nov 02 13:44:14 +0000 2017,"#iOS11
@AppleSupport 
I have an iPhone 6 which was great but unfortunately after iOS11 I charge my iPhone 3 times a day 🤬
Can I downgrade 🤯",,,HUMAN_REVIEW_REQUIRED,human_pending
386546,386546,Mon Oct 09 04:13:16 +0000 2017,"@AppleSupport @115858 
We need a QUICK fix!
Battery dies FAST!
Lost 3 email accounts and 
its driving me CRAZY...😡🤬 https://t.co/Hm8olwPAbJ",,,HUMAN_REVIEW_REQUIRED,human_pending
858896,858896,Fri Oct 13 10:24:26 +0000 2017,@AppleSupport  why is my iPhone 6S which is 6 months old going from 100% to 10% battery in 3 hours whilst only listening to music on ios11??,,,HUMAN_REVIEW_REQUIRED,human_pending
1086814,1086814,Mon Oct 23 18:36:00 +0000 2017,@AppleSupport So reluctantly did the 11.0.3 update and now the battery life on my phone is horrible. When do we get a fix?? 😡,,,HUMAN_REVIEW_REQUIRED,human_pending
2059826,2059826,Sat Oct 07 06:21:43 +0000 2017,These @115858 updates are ruining my #iPhone6. The battery is now pitiful. It’s been on 45 mins and down to 70% #NewPhoneRelease-Coincidence?,,,HUMAN_REVIEW_REQUIRED,human_pending
740590,740590,Fri Oct 06 19:44:37 +0000 2017,Seriously @AppleSupport what the hell is wrong with #iOS11 &amp; my #iphone6s ?? My battery just gets worst &amp; worst everyday!! #Notcool,,,HUMAN_REVIEW_REQUIRED,human_pending
305299,305299,Fri Oct 06 20:13:06 +0000 2017,"Hey @115858 @AppleSupport, why is battery so crap on iOS 11? Why has this not been fixed as an issue? @116333? #batterylifematters",,,HUMAN_REVIEW_REQUIRED,human_pending
2699041,2699041,Sun Nov 19 20:02:36 +0000 2017,"@AppleSupport seems like my iPhone X isn’t wireless charging, even when it shows the lightning bolt &amp; indicates that it is charging? Help plz?",,,HUMAN_REVIEW_REQUIRED,human_pending
518378,518378,Sat Dec 02 00:51:23 +0000 2017,How is possible that I upgraded to an iPhone 8 and my phone battery is EVEN WORSE. @115858 get ur shit together,,,HUMAN_REVIEW_REQUIRED,human_pending
496811,496811,Fri Dec 01 17:56:21 +0000 2017,@AppleSupport Last update was even worse for my battery’s life... could you pls fix it soon?,,,HUMAN_REVIEW_REQUIRED,human_pending
1797738,1797738,Fri Oct 13 22:23:32 +0000 2017,Every device in my life is from @115858 and I was pretty happy with them UNTIL the new iOS. My battery dies 2 times a day or more..,,,HUMAN_REVIEW_REQUIRED,human_pending
2805200,2805200,Wed Nov 22 02:23:24 +0000 2017,@AppleSupport your updates are KILLING my 6 plus! I cant even makes calls from my PHONE. Pleas fix the fixes already. Please.,,,HUMAN_REVIEW_REQUIRED,human_pending
1586036,1586036,Mon Oct 23 21:50:29 +0000 2017,@AppleSupport @115858 lots of phone issues since upgrading to latest iOS. Need fixes. Can’t add 3rd party to calls and more issues.,,,HUMAN_REVIEW_REQUIRED,human_pending
1508012,1508012,Fri Nov 03 04:54:46 +0000 2017,"@AppleSupport So, I’ve updated and this issue that “I️” translates to A? when “I️” message or text. When is that going to be fixed?",,,HUMAN_REVIEW_REQUIRED,human_pending
2557277,2557277,Thu Nov 16 14:39:13 +0000 2017,@AppleSupport J’aimerais pouvoir créer un groupe de contacts (mail list) sur ma messagerie mail IPhone comment faire ?,,,HUMAN_REVIEW_REQUIRED,human_pending
2497693,2497693,Mon Oct 30 03:06:17 +0000 2017,"@AppleSupport Hi. I can’t able to reduce the volume in WhatsApp video calls, even my volume is mute. This happen after I updated my iOS11.",,,HUMAN_REVIEW_REQUIRED,human_pending
2972484,2972484,Thu Nov 30 01:13:39 +0000 2017,Hey @AppleSupport this seems urgent. Why didn’t my computer do this automatically? https://t.co/uknUvm6rnp,,,HUMAN_REVIEW_REQUIRED,human_pending
902867,902867,Thu Nov 02 06:13:30 +0000 2017,"Can’t get incoming calls, customer care says issue with my phone is it? @117128 @115858 p.s. Iphone 6s",,,HUMAN_REVIEW_REQUIRED,human_pending
322350,322350,Sat Oct 07 04:58:13 +0000 2017,I cant even answer my calls at 90% battery without my phone dying. 😢 help @115858,,,HUMAN_REVIEW_REQUIRED,human_pending
2520704,2520704,Thu Nov 16 00:52:55 +0000 2017,Hey @115858 my phone is dropping calls and I’ve only had it one year.  Soooooo this needs to be fixed like now.,,,HUMAN_REVIEW_REQUIRED,human_pending
2698022,2698022,Sun Nov 19 19:29:44 +0000 2017,"So, does @115858 specifically design their new iOS to drain the crap out of our phones?   Utterly ridiculous.  I am convinced that each new version of iOS is introduced to convince us that our phone is obsolete and that we need to buy their newest phone",,,HUMAN_REVIEW_REQUIRED,human_pending
1181489,1181489,Tue Oct 24 22:20:14 +0000 2017,@AppleSupport is there a way to have the camera in iMessage show the back camera rather than front facing. iOS 11 iPhone 8plus,,,HUMAN_REVIEW_REQUIRED,human_pending
910520,910520,Fri Oct 13 19:52:02 +0000 2017,"@115858 why are my phone calls and texts going to my coworkers Fitbit? Never synced, hell, I haven’t owned I Fitbit since 2012?!",,,HUMAN_REVIEW_REQUIRED,human_pending
372908,372907,Sun Oct 08 22:51:38 +0000 2017,@AppleSupport Messages + is not working..keeps moving up and down thru previous msgs.  Try to delete and reinstall still an issue,,,HUMAN_REVIEW_REQUIRED,human_pending
1356377,1356377,Fri Oct 27 16:47:21 +0000 2017,@AppleSupport I have an issue with an order where I never got the email w/ order # but I did get a text. Phones aren't letting more calls in,,,HUMAN_REVIEW_REQUIRED,human_pending
2207489,2207489,Fri Nov 10 00:16:41 +0000 2017,@AppleSupport I like do not disturb while driving but I have sync so why can’t I make or receive calls? Should let Dalka through with hands free system,,,HUMAN_REVIEW_REQUIRED,human_pending
2780652,2780652,Tue Nov 21 16:41:03 +0000 2017,"@AppleSupport Hello, imessage won't activate after I put in my new sim card, I've tried everything please help",,,HUMAN_REVIEW_REQUIRED,human_pending
2177270,2177270,Thu Nov 09 11:38:49 +0000 2017,"@AppleSupport My Phone number was greyed out on iMessage settings. Followed advice from Apple forums to log out/in Apple ID, network reset and phone reset and now iMessage has been “waiting for activation” for hours. Any help appreciated. Thanks.",,,HUMAN_REVIEW_REQUIRED,human_pending
2728116,2728116,Mon Nov 20 10:37:35 +0000 2017,"Anyone else getting “call failed” and being cut off on their iPhone? It’s been constant for me for the past few weeks and I’m running the most up to date iOS! I’ve always had an iPhone, however I may seriously need to consider Samsung, as this is ridiculous @AppleSupport 👎🏻",,,HUMAN_REVIEW_REQUIRED,human_pending
2780612,2780612,Tue Nov 21 16:17:44 +0000 2017,"@AppleSupport issue with air pods, when I power off my phone and back on I have to go under setting to set up the double tap function both left and right call up Siri when one should advance track",,,HUMAN_REVIEW_REQUIRED,human_pending
1095887,1095887,Mon Oct 23 21:36:22 +0000 2017,@AppleSupport Since updating to iOS11 none of my iMessages are syncing across my devices - any ideas?,,,HUMAN_REVIEW_REQUIRED,human_pending
1456521,1456521,Mon Oct 16 20:22:17 +0000 2017,@AppleSupport Am I able to use my Time Capsule just as a networked drive while I'm on another network?,,,HUMAN_REVIEW_REQUIRED,human_pending
2343869,2343869,Mon Nov 13 12:16:04 +0000 2017,"Hola @AppleSupport @115858 ¿Por que cuando conecto datos 📡 en mi iPhone al rato se activa la WIFI automáticamente,estando previamente en OFF? https://t.co/Y4tR6wWpRM",,,HUMAN_REVIEW_REQUIRED,human_pending
2068246,2068246,Sun Oct 08 12:30:27 +0000 2017,@AppleSupport why does wifi keep disconnecting on my iPhone 6s after latest update? Please fix asap,,,HUMAN_REVIEW_REQUIRED,human_pending
1645947,1645947,Tue Oct 17 11:48:09 +0000 2017,@AppleSupport The WiFi turns on by itself 😡 https://t.co/zuVC8GL9KW,,,HUMAN_REVIEW_REQUIRED,human_pending
2445257,2445257,Wed Nov 15 00:44:57 +0000 2017,My favorite part about iOS 11 is how my phone disconnects from the internet every time I turn my screen off. Great job @AppleSupport 👍🏻👍🏻,,,HUMAN_REVIEW_REQUIRED,human_pending
2520814,2520814,Thu Nov 16 00:33:03 +0000 2017,"Dear @115858,

Having to go into “Settings” to turn off Bluetooth is annoying. Can this be changed?",,,HUMAN_REVIEW_REQUIRED,human_pending
514736,514736,Sat Dec 02 00:05:30 +0000 2017,I’m tired of the radio. Y’all have to fix this bluetooth issue on the 8 homies @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
538679,538679,Sat Dec 02 04:48:28 +0000 2017,"@AppleSupport what's going on with ios 11? Since updating my GPS does not work, I have tried all versions and no breakthrough is a fix coming? I have a 7+.",,,HUMAN_REVIEW_REQUIRED,human_pending
4879,4879,Tue Oct 31 21:36:19 +0000 2017,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add songs to playlists. https://t.co/x7uUxSqO9u,,,HUMAN_REVIEW_REQUIRED,human_pending
1289763,1289763,Thu Oct 26 19:13:04 +0000 2017,@AppleSupport ever since iOS 11.0.3 came out my IPhone 7 keeps turning on and off it’s wifi and Bluetooth and locations when it says off?,,,HUMAN_REVIEW_REQUIRED,human_pending
2022041,2022041,Mon Nov 06 03:19:17 +0000 2017,@AppleSupport I’m getting annoyed with ios11. Whenever WiFi is on it affects my 3g cos it keeps searching for a hotspot n affects surfing,,,HUMAN_REVIEW_REQUIRED,human_pending
2052789,2052789,Thu Oct 05 23:50:54 +0000 2017,"@115858 y’all been on bullshit all day, new update comes but says I don’t have WiFi, I back out to confirm I do, now it can’t find the update",,,HUMAN_REVIEW_REQUIRED,human_pending
1476451,1476451,Thu Nov 02 17:46:04 +0000 2017,@AppleSupport the latest iOS 11 update won’t let me connect to “unsecured” wifi networks in public. Help. 🙃,,,HUMAN_REVIEW_REQUIRED,human_pending
1626185,1626185,Tue Oct 17 03:21:45 +0000 2017,@AppleSupport @115858 the Bluetooth glitch in notification tab still exits . The video is self explanatory #ios11 #iphone7plus https://t.co/GdSrct1dVm,,,HUMAN_REVIEW_REQUIRED,human_pending
2005116,2005116,Sat Nov 04 00:27:57 +0000 2017,@AppleSupport again the iPhone refuses to log into wifi. Refuses to download. Why do I have to have this when an iOS upgrade is ready?,,,HUMAN_REVIEW_REQUIRED,human_pending
1776877,1776877,Tue Nov 07 23:05:27 +0000 2017,Riddle me this one @115858 I’m connected to my internet yet it’s telling me I’m not. Frustrated is an understatement https://t.co/MnE8Vxgn9N,,,HUMAN_REVIEW_REQUIRED,human_pending
2266098,2266098,Sat Nov 11 03:43:44 +0000 2017,Why toggling airplane mode in control center switch on wifi and Bluetooth which is not turned on earlier #iphone6s iOS 11 @115858 @AppleSupport https://t.co/amdo8dpFwD,,,HUMAN_REVIEW_REQUIRED,human_pending
2281206,2281206,Sat Nov 11 18:04:38 +0000 2017,@AppleSupport why am i having issues with my bluetooth.. just called a representative &amp; was no help whatsoever! Didnt even give me other options,,,HUMAN_REVIEW_REQUIRED,human_pending
1638881,1638881,Tue Oct 17 09:08:39 +0000 2017,@115858 @AppleSupport wifi icon in the shortcuts doesn’t seem to really work. See for yourself #PatheticApple#IwantRefund#iphonesucks https://t.co/3TLomUXFh1,,,HUMAN_REVIEW_REQUIRED,human_pending
219067,219067,Thu Oct 05 01:08:09 +0000 2017,Nice @115858. Less than a week old then WiFi and BT break on my new iPhone. I tried all your support articles. So glad I purchased! https://t.co/WKbGgSY6QV,,,HUMAN_REVIEW_REQUIRED,human_pending
1635755,1635755,Sun Nov 05 18:15:40 +0000 2017,"@AppleSupport I've noticed an issue with the two-factor auth, the located area is 280 miles away and button language is different to German. https://t.co/MYBFUHGFKC",,,HUMAN_REVIEW_REQUIRED,human_pending
2297306,2297306,Sun Nov 12 04:10:11 +0000 2017,@115858 question: can iPhone X tell identical twins apart? Actually asking for a friend.,,,HUMAN_REVIEW_REQUIRED,human_pending
1202042,1202042,Wed Oct 25 06:52:00 +0000 2017,@115858 can u plz help me my phone keep saying it has headphones in but there’s no headphones in!!!!,,,HUMAN_REVIEW_REQUIRED,human_pending
2111482,2111482,Wed Nov 08 12:43:18 +0000 2017,@AppleSupport please fix your swip up calculator and timer shortcuts. They do not work when the phone is on the lock screen,,,HUMAN_REVIEW_REQUIRED,human_pending
2676074,2676074,Tue Oct 31 10:46:07 +0000 2017,"@AppleSupport since software upgrade, have to turn phone off and on again to get speaker to work, speaker-phone to work! Screen super buggy!",,,HUMAN_REVIEW_REQUIRED,human_pending
2294659,2294659,Sat Nov 11 22:16:41 +0000 2017,"@AppleSupport I’ve got the iPhone X,I’ve just had a shave and now Face ID doesn’t work. What a great feature this is turned out to be.",,,HUMAN_REVIEW_REQUIRED,human_pending
1741603,1741603,Tue Nov 07 14:45:13 +0000 2017,@115858 Y'all messed up my speaker? 😒,,,HUMAN_REVIEW_REQUIRED,human_pending
2683666,2683666,Sun Nov 19 11:28:12 +0000 2017,"Hey @AppleSupport how do i disable drag and drop features. I will never use it, it always starts when i rest my finger on something on the screen. I HATE THAT.",,,HUMAN_REVIEW_REQUIRED,human_pending
2293120,2293120,Sat Nov 11 20:40:53 +0000 2017,Apple FaceID fail! My iPhone X TrueDepth camera is broken out of the box! #apple #faceidfail @115858 @120026 @174844 #iphonex https://t.co/2j9yFIoPPV,,,HUMAN_REVIEW_REQUIRED,human_pending
481798,481798,Fri Dec 01 05:40:52 +0000 2017,@AppleSupport Is anyone else having Auto-Brightness issues with their iPhone X? #iphone #iphonex,,,HUMAN_REVIEW_REQUIRED,human_pending
1140315,1140315,Sat Oct 14 19:41:12 +0000 2017,"Dear @115858, when is the OSX update that makes the play button function properly again? This is really driving me insane. #Apple #HighSierra",,,HUMAN_REVIEW_REQUIRED,human_pending
1578385,1578385,Wed Oct 25 02:49:47 +0000 2017,Update: I now can’t screenshot. 🙄 Thanks @AppleSupport https://t.co/pUPOwHNVWv,,,HUMAN_REVIEW_REQUIRED,human_pending
2525472,2525472,Thu Nov 16 02:53:54 +0000 2017,So what happens when you notice a massive scratch on the screen of your @115858 watch? 😭 #help,,,HUMAN_REVIEW_REQUIRED,human_pending
2283142,2283142,Sat Nov 11 10:45:15 +0000 2017,@AppleSupport I’m having a problem with my iPhone X pre-order,,,HUMAN_REVIEW_REQUIRED,human_pending
1858811,1858811,Thu Oct 19 14:23:31 +0000 2017,"@AppleSupport I have this bar at the top of the screen on several different occasions. 6s, 11.0.3...
I can’t be the only person to notice? https://t.co/8kSVHx4XT8",,,HUMAN_REVIEW_REQUIRED,human_pending
1435761,1435761,Wed Oct 25 15:03:06 +0000 2017,Dile hola al futuro. Reserva el iPhone X.,,,HUMAN_REVIEW_REQUIRED,human_pending
2000937,2000937,Fri Nov 03 17:22:44 +0000 2017,@116333 Sr I am sooo disappointed I just got a 256 gb iPhone x that the touchscreen it’s not working so can’t set it up https://t.co/ErTuZNSSRz,,,HUMAN_REVIEW_REQUIRED,human_pending
2008848,2008848,Sat Nov 04 12:23:19 +0000 2017,I’ve had the IPhone X for like 16 hours and it is already getting extremely hot temperature wise. Any suggestions @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
1001114,1001114,Sun Oct 22 16:10:15 +0000 2017,"@AppleSupport after updating to iOS 11.0.3, my iPhone 7 will randomly freeze on any app/screen. The buttons won’t even work",,,HUMAN_REVIEW_REQUIRED,human_pending
82032,82032,Thu Nov 30 04:31:04 +0000 2017,Thanks @115817 for loosing my iPhone X and for @115858 for not sending me a new one,,,HUMAN_REVIEW_REQUIRED,human_pending
1941076,1941076,Sun Oct 29 22:08:11 +0000 2017,"Every time I️ type, my keyboard automatically corrects my words to a box emoji and an exclamation point. @115858 fix it 🙄",,,HUMAN_REVIEW_REQUIRED,human_pending
2014478,2014478,Sun Nov 05 13:58:59 +0000 2017,Bufu ass phone l can’t type the letter that comes after h @115858 @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
2942158,2942158,Wed Nov 29 06:10:48 +0000 2017,I have literally went in and fixed my “I️” keyboard shortcuts like 20 times and I️t will work for a day and then disappear and start using the symbols!!,,,HUMAN_REVIEW_REQUIRED,human_pending
1681617,1681617,Mon Nov 06 12:57:35 +0000 2017,"Turning off autocorrect fixes the I problem, but I’m not a fan of disabling a feature as a “fix”. Fix this bullshit @115858",,,HUMAN_REVIEW_REQUIRED,human_pending
1977030,1977030,Wed Nov 01 19:00:00 +0000 2017,Why can I️ type the letter I️ @115858 @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
2134845,2134845,Wed Nov 08 14:42:34 +0000 2017,@115858 yall got my phone thinkin a letter I is an emoji😩😩 ios 11 is dick yall need to fix this shit 😧 https://t.co/ynSMzJW3kr,,,HUMAN_REVIEW_REQUIRED,human_pending
239810,239810,Wed Oct 04 05:53:00 +0000 2017,"@AppleSupport hi, the keyboard does not fill the screen in landscape mode in the message application https://t.co/h6EELKFkTW",,,HUMAN_REVIEW_REQUIRED,human_pending
1492187,1492187,Sat Nov 04 23:25:40 +0000 2017,"Until @115858 fixes this capital letter “eye” issue, mans guess mans is going to have to speak like this...",,,HUMAN_REVIEW_REQUIRED,human_pending
682096,682096,Wed Nov 08 04:38:22 +0000 2017,@116333 Fix the bug for the letter i. This is absolutely unacceptable. i can’t believe i have a $1400 dollar phone that can’t even type correctly. Been a loyal user since the original iPhone. iOS 11 has been buggy as all get out and is a poorly executed release from Apple.,,,HUMAN_REVIEW_REQUIRED,human_pending
1582182,1582182,Sat Nov 04 16:05:56 +0000 2017,Yo @AppleSupport why is it when I’m trying to type “I” I’m getting “I️” instead??,,,HUMAN_REVIEW_REQUIRED,human_pending
1760209,1760209,Tue Nov 07 23:00:07 +0000 2017,@115858 FIX YOUR FUCKING SYSTEM IM SICK OF THE AUTOCORRECT WHEN I️ TYPE I️ WTF,,,HUMAN_REVIEW_REQUIRED,human_pending
998934,998934,Sat Nov 04 23:18:18 +0000 2017,Am I️ going crazy or is everyone else’s phones doing weird autocorrect stuff? I️ blame software updates. cc: @AppleSupport https://t.co/4VewmCa2h5,,,HUMAN_REVIEW_REQUIRED,human_pending
1679926,1679926,Mon Nov 06 14:33:49 +0000 2017,So you guys just aren’t going to fix the fact that we can’t type “i” without a box appearing?! @AppleSupport,,,HUMAN_REVIEW_REQUIRED,human_pending
1573652,1573652,Sat Nov 04 04:14:09 +0000 2017,Hey @AppleSupport if you could fix this whole I️ autocorrect situation that’d be great,,,HUMAN_REVIEW_REQUIRED,human_pending
2138787,2138787,Wed Nov 08 18:27:45 +0000 2017,Can you fix this i shit I’m so sick of typing lowercase Ls @115858,,,HUMAN_REVIEW_REQUIRED,human_pending
2835841,2835841,Mon Nov 27 12:31:14 +0000 2017,@AppleSupport autocorrect on IOS 11 is shit,,,HUMAN_REVIEW_REQUIRED,human_pending
2020169,2020169,Sat Nov 04 22:49:49 +0000 2017,@AppleSupport how come when we type “I️” it comes out all screwy!?,,,HUMAN_REVIEW_REQUIRED,human_pending
2016821,2016821,Sun Nov 05 18:49:16 +0000 2017,can you please release a new update i️ can’t deal with this autocorrect i️ situation anymore pls and thank you @115858,,,HUMAN_REVIEW_REQUIRED,human_pending
2039773,2039773,Tue Nov 07 19:58:03 +0000 2017,When is this keyboard issue gonna be fixed @AppleSupport ? This sentence took 20 minutes to write.,,,HUMAN_REVIEW_REQUIRED,human_pending
663877,663877,Thu Nov 23 02:17:57 +0000 2017,"My iPhone autocorrects ""it"" to ""I.T."" This is either an epic @115858 AI fail or a major trolling by somebody deep in the bowels of the Apple IT department...",,,HUMAN_REVIEW_REQUIRED,human_pending
2526328,2526328,Thu Nov 16 03:13:41 +0000 2017,"Got my phone back. But lost 8,000 photos to the cloud... 😒😒😒 @115858 @AppleSupport",,,HUMAN_REVIEW_REQUIRED,human_pending
2371233,2371233,Tue Nov 14 00:13:40 +0000 2017,@AppleSupport meu login do #iCloud não está rolando. Aconteceu algum problema no servidor e estou impedido. #helpplease @115858,,,HUMAN_REVIEW_REQUIRED,human_pending
1784901,1784901,Wed Oct 11 04:13:23 +0000 2017,"Called @AppleSupport to fix my Mac software problem, technician erased all my data. #needmydataback @AppleSupport",,,HUMAN_REVIEW_REQUIRED,human_pending
